Filename,Class,FFT,Laplace_Var,Laplace_Var_Grid
10013924713_81c1c7ab51_o.jpg,Blurry,-107.11890231512396,0.001981926127657935,0.0071220457498509466
10017473405_d949de7833_o.jpg,Blurry,-106.72275828185857,0.0007001756486252993,0.0017401729872960374
10019668973_8069844085_k.jpg,Blurry,-120.60681130332505,9.661237112582543e-05,0.00017103344961250883
100465222_3ca3a9920a_o.jpg,Blurry,-125.56887894570357,9.488195213078241e-05,0.0003849898284130101
10058266055_4555c38146_o.jpg,Blurry,-117.93819531860258,0.0015147096072538082,0.004633464564703257
10078432755_9de8c30365_k.jpg,Blurry,-92.01714924699175,0.007028197179639147,0.024676587303902507
101656620_17b6319319_o.jpg,Blurry,-98.71101003474412,0.0036699838210475233,0.013094600448090833
10165760113_ceb69ce025_h.jpg,Blurry,-109.1821487023409,0.0012153684846964885,0.003329708944861308
10168424653_9541a2c1a4_k.jpg,Blurry,-89.74194618908142,0.008014529733278004,0.022107608072519717
10213234806_a52ee9dbfc_o.jpg,Blurry,-110.011641835766,0.0004838917381354075,0.001009963178749383
10229321634_3baf1a64b8_k.jpg,Blurry,-113.46761724117648,0.0013058984696365402,0.006279566889281665
1025215940_1e81a502a6_o.jpg,Blurry,-107.907509067595,0.0038056613880919285,0.014913443416134218
1027627963_7164c51155_o.jpg,Blurry,-113.01862217497414,0.0042795063656110655,0.01713324265226879
10287245913_bc23792a1c_k.jpg,Blurry,-116.27841433946556,0.0015227264395516447,0.005426106890089785
10326282876_c695098a56_o.jpg,Blurry,-126.92879864450195,3.523778782781971e-05,4.708202498556883e-05
10328395263_2c09cd4417_o.jpg,Blurry,-78.0405785516377,0.015345761502535948,0.03728485273211736
10345699204_c5dba78020_o.jpg,Blurry,-97.62233889044046,0.0061710146726907675,0.02391955784072305
1035239199_c195b77ea2_c.jpg,Blurry,-110.35534269636881,0.00044763826035270997,0.0008361490650313042
10384432483_45e4817ea0_h.jpg,Blurry,-96.42027038352819,0.003529882147397426,0.004490631433126018
10393287794_80dea109c5_b.jpg,Blurry,-94.22544455470896,0.007204893607730573,0.027921200790633514
10414806105_96e11cb943_o.jpg,Blurry,-126.74290745821048,5.6057685977346055e-05,0.00010714343093982411
10415353_e8a116db3b_o.jpg,Blurry,-99.47081961698703,0.002107895866207065,0.005832086557590243
104291067_2900b7dd9c_o.jpg,Blurry,-111.79655748505903,0.000884362271969633,0.002807757494566123
10464446626_957ca6ed91_o.jpg,Blurry,-129.0702461216517,0.00034249037778210436,0.0015909348627377237
10478764_7699a79740_o.jpg,Blurry,-101.43820495000116,0.0026207248485838786,0.005670913693119143
1057892405_a3e6e32d6a_c.jpg,Blurry,-115.78317237835527,0.0002087305684907111,0.0005133339689098114
10589581555_d824c87a25_o.jpg,Blurry,-90.45493781966623,0.010445739310553367,0.03100575422512092
10595655573_bf48316646_k.jpg,Blurry,-133.71146081893167,7.055205479367594e-05,0.0003722652650286449
10603201934_f319f73cfd_o.jpg,Blurry,-113.78586820097118,0.0006056211112648198,0.0004315913572932912
1061812143_67af33e7ee_o.jpg,Blurry,-135.7964864136538,8.250678611803308e-05,0.0005093517501109388
106585377_8d66b926e8_h.jpg,Blurry,-94.73581037709411,0.0035264480687714336,0.0059524849744036655
10675476106_b5df0b6859_o.jpg,Blurry,-101.58288076048271,0.0012172884789904141,0.0020633335023425656
10699756414_179760dac4_b.jpg,Blurry,-110.536507959032,0.0008416332412896918,0.001242552500944204
1070228662_bb5057f239_o.jpg,Blurry,-101.07364586950791,0.003070953106232704,0.011135656550458038
10707412314_7b5a8f33ff_o.jpg,Blurry,-115.04094401370232,0.0010908278182813827,0.0036732149588171933
10736134284_2d95b65991_o.jpg,Blurry,-92.54687936490627,0.006365576443576412,0.01996265983551874
10772668235_9c1faf1dc2_b.jpg,Blurry,-105.70661366967262,0.001751841731947846,0.006289802644458048
10836830173_a2cbf7c632_k.jpg,Blurry,-88.64088282960579,0.018673404006521798,0.044897851756732145
10842892206_8b6c942e91_o.jpg,Blurry,-95.1160629564893,0.008676971897230358,0.024687334589032325
10909475684_f3959ddc70_h.jpg,Blurry,-72.97647236039222,0.034436889427008684,0.054890518327097376
10963090483_fd48566113_o.jpg,Blurry,-97.82783500384853,0.0034062773727104646,0.008014718315211299
10967675145_523eebd23d_h.jpg,Blurry,-107.89333377490068,0.0009442831183452458,0.0015280642653201205
10990409975_4f637d1f84_o.jpg,Blurry,-114.75537369026823,0.0013926953565293017,0.0038769738204084666
10990612453_13405e7bcc_o.jpg,Blurry,-120.1604722492267,0.000999762396669484,0.003493024449744064
11028811296_85c8ed861b_o.jpg,Blurry,-102.9366165667172,0.0009985891996303403,0.002170480948117696
110571775_f75b19fcb9_o.jpg,Blurry,-112.05853401241583,0.0003816184973960543,0.0010099925686214793
11076124745_742e5990fd_b.jpg,Blurry,-78.89274843552548,0.022003918492408205,0.03673274451166267
11091531783_30f94cf354_o.jpg,Blurry,-117.14180104235415,0.00020716958083358088,0.0007945061438183126
11102276225_5d29056242_k.jpg,Blurry,-119.12196590589392,0.0004708746036941212,0.003001188030987817
1111023403_c578e39747_b.jpg,Blurry,-141.20848396133502,1.2921953809121798e-05,2.1086028327392814e-05
11127528476_457675d2e3_o.jpg,Blurry,-96.6000310810836,0.0030232719549746125,0.007515156093021996
11127559056_8817a00e00_o.jpg,Blurry,-95.51417097084978,0.003900389437292278,0.009100650716630231
11127569926_f482164d23_o.jpg,Blurry,-87.31964966988023,0.006393005293951784,0.014025370560659918
11127673403_2346df1895_o.jpg,Blurry,-88.3190147201255,0.0034650201248976127,0.007474574801086127
11127685543_89ca8a07f5_o.jpg,Blurry,-86.17968905099256,0.005966659720563352,0.012178162518542089
11199305494_c55f2b98de_o.jpg,Blurry,-114.41650225624824,6.0320400114890464e-05,0.00025588561984524286
112080183_2ebf1ab377_o.jpg,Blurry,-114.07924191258438,0.00040658720054227536,0.0009114539066916099
11234764175_89655d647c_o.jpg,Blurry,-110.44063853353808,0.0012340158942142512,0.005116666160906659
11240880344_70d8e9fe42_o.jpg,Blurry,-102.43258541430238,0.005521476204247589,0.018452872905389776
112635289_6bbb43ff78_k.jpg,Blurry,-122.26947216843712,0.00010747413284011722,0.0003149039370405348
11267479575_c3dd61253c_h.jpg,Blurry,-84.38246080744662,0.0150749360044715,0.029303380349649653
11299688875_7f0d90d8dd_o.jpg,Blurry,-117.72979747816458,0.0004970647460774305,0.0025377915814234456
11319172373_2dccc69f9a_o.png,Blurry,-138.7143311225801,1.365036403522062e-06,4.95699320036633e-06
113296475_96832c2b70_k.jpg,Blurry,-102.30381762274557,0.002168509894726897,0.009462745441565067
11347611743_66c623a549_o.jpg,Blurry,-117.61314129653545,0.002468281840270787,0.005752163330610526
113539360_5fdbe63239_o.jpg,Blurry,-117.74668477242662,0.0002914393700160902,0.0008411410457052618
113624298_d4cc9508ac_o.jpg,Blurry,-133.34135382133178,7.455565067792725e-05,0.00014833211256279723
11422682406_8aef62f06d_o.jpg,Blurry,-74.06580043551502,0.0354830065733286,0.058082699904933546
11432972333_2f5f941849_k.jpg,Blurry,-82.42040359789449,0.015671810223589846,0.03889794516475725
11442155435_088ae5e1c9_k.jpg,Blurry,-119.26638413762278,0.0005304609188451307,0.0021567231036888814
11447159333_65a2a7432f_o.png,Blurry,-94.68676673762306,0.005561924592485204,0.01475861483596254
114778111_eb7f6d8036_o.jpg,Blurry,-117.16796035249413,0.000749096952234953,0.003311430089767494
114879876_247367e2b9_c.jpg,Blurry,-120.98484450424213,0.00016633583117960695,0.00019457231213660008
11492232344_d837f7e47d_o.jpg,Blurry,-94.12086610121408,0.008611170531501108,0.027183963705774573
11499864433_6d009524d0_c.jpg,Blurry,-119.64874837278548,0.0004302610351864611,0.002049487345937499
